Quantity,InvoiceDate
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
7,1/17/11 17:54
2,1/17/11 17:54
10,1/17/11 17:54
2,1/17/11 17:54
7,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
4,1/17/11 17:54
5,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
13,1/17/11 17:54
1,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
7,1/17/11 17:54
4,1/17/11 17:54
3,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
7,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
11,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
2,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
2,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
8,1/17/11 17:54
9,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
17,1/17/11 17:54
6,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
7,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
4,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
4,1/17/11 17:54
11,1/17/11 17:54
2,1/17/11 17:54
4,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
7,1/17/11 17:54
3,1/17/11 17:54
4,1/17/11 17:54
7,1/17/11 17:54
5,1/17/11 17:54
7,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
4,1/17/11 17:54
4,1/17/11 17:54
5,1/17/11 17:54
6,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
9,1/17/11 17:54
3,1/17/11 17:54
6,1/17/11 17:54
2,1/17/11 17:54
16,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
15,1/17/11 17:54
1,1/17/11 17:54
6,1/17/11 17:54
4,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
17,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
8,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
21,1/17/11 17:54
27,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
3,1/17/11 17:54
4,1/17/11 17:54
5,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
10,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
11,1/17/11 17:54
6,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
4,1/17/11 17:54
6,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
3,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
1,1/17/11 17:54
3,1/17/11 17:54
7,1/17/11 17:54
2,1/17/11 17:54
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
3,1/17/11 17:57
5,1/17/11 17:57
6,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
3,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
9,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
7,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
7,1/17/11 17:57
2,1/17/11 17:57
10,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
9,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
53,1/17/11 17:57
3,1/17/11 17:57
5,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
12,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
4,1/17/11 17:57
3,1/17/11 17:57
9,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
7,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
4,1/17/11 17:57
6,1/17/11 17:57
8,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
10,1/17/11 17:57
4,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
3,1/17/11 17:57
7,1/17/11 17:57
1,1/17/11 17:57
22,1/17/11 17:57
10,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
3,1/17/11 17:57
8,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
13,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
9,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
4,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
6,1/17/11 17:57
5,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
5,1/17/11 17:57
7,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
5,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
3,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
6,1/17/11 17:57
11,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
15,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
8,1/17/11 17:57
5,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
3,1/17/11 17:57
7,1/17/11 17:57
6,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
6,1/17/11 17:57
6,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
6,1/17/11 17:57
12,1/17/11 17:57
6,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
5,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
3,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
4,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
6,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
8,1/17/11 17:57
15,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
4,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
17,1/17/11 17:57
1,1/17/11 17:57
2,1/17/11 17:57
2,1/17/11 17:57
1,1/17/11 17:57
1,1/17/11 17:57
144,1/18/11 8:43
4,1/18/11 8:44
10,1/18/11 8:46
10,1/18/11 8:46
10,1/18/11 8:46
10,1/18/11 8:46
10,1/18/11 8:46
10,1/18/11 8:46
12,1/18/11 8:53
5,1/18/11 8:53
12,1/18/11 8:53
10,1/18/11 8:53
2,1/18/11 8:53
4,1/18/11 8:53
6,1/18/11 8:53
2,1/18/11 8:53
24,1/18/11 9:44
24,1/18/11 9:44
24,1/18/11 9:44
24,1/18/11 9:44
2,1/18/11 9:44
10,1/18/11 9:44
10,1/18/11 9:44
10,1/18/11 9:44
12,1/18/11 9:44
12,1/18/11 9:44
24,1/18/11 9:44
24,1/18/11 9:44
12,1/18/11 9:44
12,1/18/11 9:44
6,1/18/11 9:44
24,1/18/11 9:44
4,1/18/11 9:44
10,1/18/11 9:44
10,1/18/11 9:44
24,1/18/11 9:50
48,1/18/11 9:50
40,1/18/11 9:50
48,1/18/11 9:50
72,1/18/11 9:50
12,1/18/11 9:50
24,1/18/11 9:50
24,1/18/11 9:50
48,1/18/11 9:50
24,1/18/11 9:50
12,1/18/11 9:50
60,1/18/11 9:50
24,1/18/11 9:50
48,1/18/11 9:50
24,1/18/11 9:50
120,1/18/11 9:50
24,1/18/11 9:50
32,1/18/11 9:50
48,1/18/11 9:50
24,1/18/11 9:50
12,1/18/11 9:50
48,1/18/11 9:50
18,1/18/11 9:50
12,1/18/11 9:50
12,1/18/11 9:50
120,1/18/11 9:50
24,1/18/11 9:50
32,1/18/11 9:50
16,1/18/11 9:50
36,1/18/11 9:50
24,1/18/11 9:50
24,1/18/11 9:50
24,1/18/11 9:50
12,1/18/11 9:50
4,1/18/11 9:50
18,1/18/11 9:50
74215,1/18/11 10:01
3,1/18/11 10:15
4,1/18/11 10:15
12,1/18/11 10:15
30,1/18/11 10:15
-74215,1/18/11 10:17
24,1/18/11 10:22
72,1/18/11 10:22
12,1/18/11 10:22
20,1/18/11 10:22
6,1/18/11 10:22
24,1/18/11 10:22
8,1/18/11 10:22
96,1/18/11 10:22
24,1/18/11 10:22
1,1/18/11 10:22
12,1/18/11 10:28
24,1/18/11 10:28
24,1/18/11 10:28
24,1/18/11 10:28
4,1/18/11 10:28
3,1/18/11 10:28
6,1/18/11 10:28
6,1/18/11 10:28
12,1/18/11 10:28
12,1/18/11 10:28
4,1/18/11 10:28
2,1/18/11 10:28
6,1/18/11 10:41
10,1/18/11 10:41
24,1/18/11 10:41
12,1/18/11 10:41
24,1/18/11 10:41
12,1/18/11 10:58
24,1/18/11 10:58
12,1/18/11 10:58
24,1/18/11 10:58
24,1/18/11 10:58
72,1/18/11 11:30
32,1/18/11 11:30
24,1/18/11 11:30
24,1/18/11 11:30
36,1/18/11 11:30
24,1/18/11 11:30
12,1/18/11 11:30
16,1/18/11 11:30
50,1/18/11 11:51
50,1/18/11 11:51
50,1/18/11 11:51
50,1/18/11 11:51
96,1/18/11 11:54
48,1/18/11 11:54
720,1/18/11 11:54
144,1/18/11 11:54
36,1/18/11 11:54
40,1/18/11 11:54
24,1/18/11 11:54
6,1/18/11 12:05
6,1/18/11 12:05
10,1/18/11 12:05
10,1/18/11 12:05
10,1/18/11 12:05
10,1/18/11 12:05
24,1/18/11 12:05
24,1/18/11 12:05
12,1/18/11 12:05
1,1/18/11 12:05
3,1/18/11 12:09
6,1/18/11 12:09
2,1/18/11 12:09
6,1/18/11 12:09
6,1/18/11 12:09
1,1/18/11 12:09
6,1/18/11 12:09
6,1/18/11 12:09
6,1/18/11 12:09
6,1/18/11 12:09
24,1/18/11 12:09
24,1/18/11 12:09
24,1/18/11 12:09
3,1/18/11 12:09
12,1/18/11 12:09
12,1/18/11 12:09
-35,1/18/11 12:32
2,1/18/11 12:40
3,1/18/11 12:40
3,1/18/11 12:40
2,1/18/11 12:40
3,1/18/11 12:40
2,1/18/11 12:40
2,1/18/11 12:40
4,1/18/11 12:46
4,1/18/11 12:46
3,1/18/11 12:46
2,1/18/11 12:46
12,1/18/11 12:46
30,1/18/11 12:46
36,1/18/11 12:46
8,1/18/11 12:46
3,1/18/11 12:46
3,1/18/11 12:46
6,1/18/11 12:46
6,1/18/11 12:46
12,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
2,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
4,1/18/11 13:05
72,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
6,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
12,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
3,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
2,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
2,1/18/11 13:05
2,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
4,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
9,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
3,1/18/11 13:05
1,1/18/11 13:05
3,1/18/11 13:05
3,1/18/11 13:05
2,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
9,1/18/11 13:05
11,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
1,1/18/11 13:05
2,1/18/11 13:15
2,1/18/11 13:15
1,1/18/11 13:15
1,1/18/11 13:15
2,1/18/11 13:15
4,1/18/11 13:15
5,1/18/11 13:15
24,1/18/11 13:15
12,1/18/11 13:15
6,1/18/11 13:15
3,1/18/11 13:15
24,1/18/11 13:15
2,1/18/11 13:15
1,1/18/11 13:15
5,1/18/11 13:15
2,1/18/11 13:15
3,1/18/11 13:15
-35,1/18/11 13:19
25,1/18/11 13:34
120,1/18/11 13:34
18,1/18/11 13:34
28,1/18/11 13:34
72,1/18/11 13:34
24,1/18/11 13:34
6,1/18/11 13:34
24,1/18/11 13:34
18,1/18/11 13:34
72,1/18/11 13:34
11,1/18/11 13:34
10,1/18/11 13:34
90,1/18/11 13:34
2,1/18/11 13:38
25,1/18/11 13:38
25,1/18/11 13:38
1,1/18/11 13:38
2,1/18/11 13:38
2,1/18/11 13:38
2,1/18/11 13:38
2,1/18/11 13:38
1,1/18/11 13:38
1,1/18/11 13:38
2,1/18/11 13:38
3,1/18/11 13:38
3,1/18/11 13:38
3,1/18/11 13:38
2,1/18/11 13:38
12,1/18/11 13:38
12,1/18/11 13:38
12,1/18/11 13:38
12,1/18/11 13:38
12,1/18/11 13:38
6,1/18/11 13:38
4,1/18/11 13:38
3,1/18/11 13:38
10,1/18/11 13:38
3,1/18/11 13:38
2,1/18/11 13:38
3,1/18/11 13:38
12,1/18/11 13:38
2,1/18/11 13:38
12,1/18/11 13:38
1,1/18/11 13:38
1,1/18/11 13:38
2,1/18/11 13:38
3,1/18/11 13:38
4,1/18/11 13:38
3,1/18/11 13:38
4,1/18/11 13:38
12,1/18/11 13:38
2,1/18/11 13:38
4,1/18/11 13:38
2,1/18/11 13:38
1,1/18/11 13:38
6,1/18/11 13:38
6,1/18/11 13:38
3,1/18/11 13:38
6,1/18/11 13:38
2,1/18/11 13:38
3,1/18/11 13:38
9,1/18/11 13:38
4,1/18/11 13:38
4,1/18/11 13:38
1,1/18/11 13:38
4,1/18/11 13:38
3,1/18/11 13:38
3,1/18/11 13:38
3,1/18/11 13:38
2,1/18/11 13:38
3,1/18/11 13:38
13,1/18/11 13:38
4,1/18/11 13:38
6,1/18/11 13:38
6,1/18/11 13:38
6,1/18/11 13:38
12,1/18/11 13:38
6,1/18/11 13:38
6,1/18/11 13:38
2,1/18/11 13:38
2,1/18/11 13:38
48,1/18/11 13:40
4,1/18/11 13:40
4,1/18/11 13:40
5,1/18/11 13:40
20,1/18/11 14:04
12,1/18/11 14:04
8,1/18/11 14:04
12,1/18/11 14:04
24,1/18/11 14:04
24,1/18/11 14:04
12,1/18/11 14:04
12,1/18/11 14:04
12,1/18/11 14:04
12,1/18/11 14:04
10,1/18/11 14:04
10,1/18/11 14:04
10,1/18/11 14:04
10,1/18/11 14:04
3,1/18/11 14:04
4,1/18/11 14:04
12,1/18/11 14:04
10,1/18/11 14:04
6,1/18/11 14:04
6,1/18/11 14:04
4,1/18/11 14:04
4,1/18/11 14:04
6,1/18/11 14:04
6,1/18/11 14:04
6,1/18/11 14:04
12,1/18/11 14:04
12,1/18/11 14:04
12,1/18/11 14:04
3,1/18/11 14:04
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
-1,1/18/11 14:24
4,1/18/11 14:29
1,1/18/11 14:29
7,1/18/11 14:29
6,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
78,1/18/11 14:29
18,1/18/11 14:29
2,1/18/11 14:29
6,1/18/11 14:29
4,1/18/11 14:29
1,1/18/11 14:29
2,1/18/11 14:29
1,1/18/11 14:29
1,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
2,1/18/11 14:29
2,1/18/11 14:29
1,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
6,1/18/11 14:29
27,1/18/11 14:29
16,1/18/11 14:29
37,1/18/11 14:29
12,1/18/11 14:29
3,1/18/11 14:29
4,1/18/11 14:29
4,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
11,1/18/11 14:29
2,1/18/11 14:29
2,1/18/11 14:29
1,1/18/11 14:29
4,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
2,1/18/11 14:29
2,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
3,1/18/11 14:29
24,1/18/11 14:29
27,1/18/11 14:29
4,1/18/11 14:29
1,1/18/11 14:29
3,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
1,1/18/11 14:29
2,1/18/11 14:29
4,1/18/11 14:29
1,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
3,1/18/11 14:29
5,1/18/11 14:29
2,1/18/11 14:29
4,1/18/11 14:29
11,1/18/11 14:29
21,1/18/11 14:29
1,1/18/11 14:29
8,1/18/11 14:29
3,1/18/11 14:29
1,1/18/11 14:29
1,1/18/11 14:29
2,1/18/11 14:29
2,1/18/11 14:29
3,1/18/11 14:29
2,1/18/11 14:29
6,1/18/11 14:29
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:38
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
2,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
3,1/18/11 14:59
4,1/18/11 14:59
3,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
3,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 14:59
2,1/18/11 14:59
1,1/18/11 14:59
1,1/18/11 15:00
3,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
1,1/18/11 15:00
5,1/18/11 15:00
2,1/18/11 15:00
